date,game,inning,manager-ump,player-referenced,initial-call,play-type,calling-umpire,crew-chief,result,time-to-ruling,video,
"Thurs., June 30",MIN @ CWS,B6,Ventura,Shuck,Out at 2nd,Tag Play,Barber,Meals,Stands,2:04,https://t.co/HTp4ZWIzdA,
"Thurs., June 30",KC @ STL,T6,Yost,S. Perez,Out at 1st,Force Play,Baker,Everitt,Overturned,1:30,https://t.co/rBuvd2Hlgu,
"Thurs., June 30",BAL @ SEA,B5,Servais,N. Cruz,Out at 3rd,Force Play,Foster,Winters,Stands,1:46,https://t.co/7yibhkN3fL,
"Thurs., June 30",BAL @ SEA,B7,UMPIRE,K. Seager,Out at 2nd,Force Play,Winters,Winters,Overturned,0:54,http://atmlb.com/29c0UIl,
"Fri., July 1",CLE @ TOR,B14,Gibbons,Pillar,Out at 1st,Force Play,Reyburn,Hirschbeck,Overturned,0:53,https://t.co/7qJLzuEYKE,
"Fri., July 1",CIN @ WSH,B4,UMPIRE,Harper,In play; single,Potential HR,Ad. Johnson,Cederstrom,Stands,2:04,https://t.co/088lRPgxHx,
"Fri., July 1",KC @ PHI,B3,Mackanin,Asche,Out at 1st,Tag Play,Bellino,Hallion,Overturned,1:27,https://t.co/KtfC1PzkiB,
"Fri., July 1",CIN @ WSH,B7,Price,C. Robinson,Fair ball; Double,Fair/foul,De Jesus,Cederstrom,Confirmed,1:27,https://t.co/1bCSND8ZMG,
"Fri., July 1",MIA @ ATL,B5,Snitker,Inciarte,Out at 1st,Force Play,Guccione,Vanover,Overturned,2:57,https://t.co/DyoVTkaq9g,
"Fri., July 1",CIN @ WSH,T9,UMPIRE,Suarez,Out at 1st,Force Play,Cooper,Cederstrom,Confirmed,1:05,https://t.co/RroPoZW2k2,
"Fri., July 1",COL @ LAD,B4,Weiss,T. Thompson,Safe at 1st,Force Play,Wolf,Hernandez,Overturned,2:16,https://t.co/CMmdXZ70AJ,
"Fri., July 1",LAA @ BOS,T9,Scioscia,Nava,Ground-rule 2B,Fan Interference,Nauert,Nauert,Stands,2:37,https://t.co/8OCUepq6tO,
"Sat., July 2",TEX @ MIN,B1,Banister,Kepler,Safe at 2nd,Force Play,Scott,Scott,Overturned,1:05,https://t.co/InDdLIWnlT,
"Sat., July 2",CLE @ TOR,B8,Gibbons,Carrera,Out at HP; no violation,Tag Play,Reyburn,Hirschbeck,Overturned,3:35,https://t.co/hPoL8aizS4,
"Sat., July 2",CLE @ TOR,T9,Gibbons,R. Davis,Safe at 2nd,Tag Play,B. Welke,Hirschbeck,Stands,1:38,https://t.co/T9i3DsndtY,
"Sat., July 2",MIL @ STL,T3,Matheny,Braun,Safe at 1st,Force Play,Kulpa,Meals,Overturned,1:18,https://t.co/3vrdn942Df,
"Sat., July 2",MIL @ STL,B5,Matheny,Moss,Out at 2nd,Force Play,Conroy,Meals,Confirmed,2:13,http://atmlb.com/29xwygA,
"Sat., July 2",MIA @ ATL,B6,Snitker,C. d'Arnaud,Out at 1st,Force Play,Marquez,Vanover,Stands,2:00,https://t.co/7N3XjR12KF,
"Sat., July 2",CWS @ HOU,T8,Hinch,Shuck,Safe at 3rd,Tag Play,Everitt,Everitt,Stands,2:41,https://t.co/XVL4Gjr0wl,
"Sat., July 2",LAA @ BOS,B1,Scioscia,Betts,Triple; fan interference,Runner Placement,Porter,Nauert,Overturned,3:52,https://t.co/xjWKDqNJNI,
"Sat., July 2",KC @ PHI,B5,Yost,Bourjos,Safe at 1st,Force Play,Basner,Hallion,Overturned,0:46,https://t.co/ZR53Jm3CfX,
"Sat., July 2",LAA @ BOS,T5,Farrell,Pujols,Safe at 1st,Force Play,Wegner,Nauert,Stands,2:34,https://t.co/UthI0j2S2S,
"Sat., July 2",BAL @ SEA,B2,Servais,O'Malley,Out at 2nd,Tag Play,Morales,Winters,Overturned,2:29,https://t.co/KOu54CQD9U,
"Sat., July 2",NYY @ SD,T5,Girardi,Au. Romine,Out at 1st,Force Play,Wolcott,Carlson,Overturned,4:21,http://atmlb.com/29mEe6I,
"Sat., July 2",SF @ ARI,B4,UMPIRE,Herrmann,In play; double,Potential HR,Randazzo,Miller,Confirmed,2:23,https://t.co/j5eudWA4Ty,
"Sat., July 2",NYY @ SD,B6,Girardi,Jankowski,Safe at 2nd,Tag Play,Carlson,Carlson,Overturned,2:33,https://t.co/9eBilwllsz,
"Sat., July 2",NYY @ SD,B6,Green,Kemp,Out at HP; no violation,Tag Play,Hoberg,Carlson,Stands,3:27,https://t.co/6a3pgcXp6f,
"Sat., July 2",PIT @ OAK,T9,Hurdle,Harrison,Out at 1st,Force Play,Holbrook,Davis,Confirmed,1:56,https://t.co/O8FCu4yXxf,
"Sat., July 2",PIT @ OAK,T10,UMPIRE,Freese,Out at home,Tag Play,Drake,Davis,Stands,3:46,https://t.co/7GcdiCi09z,
"Sun., July 3",KC @ PHI,B4,Yost,R. Howard,Safe at 3rd,Tag Play,Bellino,Hallion,Overturned,2:32,https://t.co/nINrSqF2hy,
"Sun., July 3",TEX @ MIN,B5,Molitor,Rosario,Out at 1st,Force Play,Scott,Scott,Overturned,0:59,https://t.co/dymTsN2QO4,
"Sun., July 3",LAA @ BOS,T7,Scioscia,Simmons,Foul ball,Fair/foul,Nauert,Nauert,Overturned,2:37,https://t.co/a9a3riWAT2,
"Sun., July 3",PIT @ OAK,T4,Melvin,S. Marte,Safe at 1st,Force Play,Davis,Davis,Overturned,1:03,https://t.co/RoOYtMvHtI,
"Sun., July 3",NYY @ SD,B2,UMPIRE,Solarte,HR/No Fan Interference,Potential HR,Hoberg,Carlson,Confirmed,1:04,https://t.co/ATsthyX27B,
"Sun., July 3",NYY @ SD,T8,Girardi,B. McCann,Ball; No HBP,HBP,Wolcott,Carlson,Overturned,1:29,https://t.co/2WT8Eu2TtT,
"Mon., July 4",TEX @ BOS,B2,UMPIRE,Betts,Foul ball,Potential HR,Danley,West,Stands,1:23,https://t.co/5QJhst2Zdv,
"Mon., July 4",TEX @ BOS,B5,Farrell,Pedroia,Out at 2nd,Force Play,Ripperger,West,Stands,1:25,https://t.co/S04ev2Nt1F,
"Mon., July 4",OAK @ MIN,T7,Melvin,Valencia,Out at 3rd,Tag Play,Reynolds,Culbreth,Overturned,1:43,https://t.co/yHmRAiaMXj,
"Mon., July 4",CIN @ CHI,T6,Maddon,Votto,Safe at 2nd,Force Play,Barber,Meals,Stands,1:08,https://t.co/M7K0Ihe3Ck,
"Mon., July 4",CIN @ CHI,T6,Maddon,Bruce,Safe at 1st,Force Play,Meals,Meals,Confirmed,1:08,https://t.co/M7K0Ihe3Ck,
"Mon., July 4",MIA @ NYM,T2,Mattingly,C. Johnson,Out at 2nd,Tag Play,Woodring,Hallion,Overturned,1:49,https://t.co/pH5sTB3sWM,
"Mon., July 4",CIN @ CHI,B8,UMPIRE,Heyward,Out at 1st,Force Play,Meals,Meals,Overturned,0:58,https://t.co/RZELvIFXf9,
"Mon., July 4",COL @ SF,T8,Weiss,Story,Out at 1st,Force Play,Torres,Davis,Stands,2:07,https://t.co/77he4MtMPk,
"Mon., July 4",MIA @ NYM,B8,Mattingly,Lagares,Safe at 1st,Force Play,Cuzzi,Hallion,Overturned,4:04,https://t.co/uYLKxUabDM,
"Mon., July 4",BAL @ LAD,B8,Showalter,C. Taylor,Safe at home,Tag Play,Carlson,Carlson,Confirmed,0:59,https://t.co/ensdr2XDC5,
"Mon., July 4",DET @ CLE,T9,Francona,J. Iglesias,Safe at 1st,Force Play,Baker,Everitt,Overturned,2:08,https://t.co/OP6zFdzxt9,
"Tues., July 5",PIT @ STL,T1,Matheny,McCutchen,Safe at 1st,Tag Play,L. Barrett,Scott,Overturned,1:40,http://atmlb.com/29opodr,
"Tues., July 5",ATL @ PHI,B5,Snitker,O. Herrera,Safe at 1st,Tag Play,Nauert,Joyce,Overturned,1:30,http://atmlb.com/29mmZnO,
"Tues., July 5",SEA @ HOU,B4,UMPIRE,A.J. Reed,HR/No Fan Interference,Fan Interference,Hamari,Miller,Overturned,2:14,http://atmlb.com/29yBRP3,
"Tues., July 5",PIT @ STL,T5,Hurdle,Joyce,Out at 1st,Force Play,L. Barrett,Scott,Overturned,2:05,http://atmlb.com/29oaQgu,
"Tues., July 5",BAL @ LAD,T8,Showalter,Kendrick,Catch,Catch/no catch,Carlson,Carlson,Overturned,1:50,http://atmlb.com/29yTwE7,
"Wed., July 6",DET @ CLE,B3,UMPIRE,Kipnis,Foul ball,Potential HR,Blakney,Everitt,Confirmed,0:54,https://t.co/46KjsEtzlk,
"Wed., July 6",DET @ CLE,B3,Francona,Gimenez,Out on appeal at 3B,Leaving a base early,Timmons,Everitt,Overturned,0:59,https://t.co/HvlC8eaWsM,
"Wed., July 6",DET @ CLE,B5,Francona,Kipnis,Out at 1st,Force Play,Blakney,Everitt,Stands,2:09,https://t.co/CXntPL3ZfC,
"Wed., July 6",MIA @ NYM,T5,Mattingly,Dietrich,Out at 2nd,Force Play,Hallion,Hallion,Confirmed,0:46,https://t.co/loa1zhIhPJ,
"Wed., July 6",MIA @ NYM,T5,Mattingly,Yelich,Out at 1st,Force Play,Bellino,Hallion,Stands,0:46,https://t.co/loa1zhIhPJ,
"Wed., July 6",MIA @ NYM,T9,UMPIRE,C. Johnson,Out at 2nd,Force Play,Hallion,Hallion,Stands,1:41,https://t.co/88PPoLxYuQ,
"Wed., July 6",CIN @ CHI,T9,Price,Bruce,Out at 2nd,Tag Play,Conroy,Meals,Stands,2:18,https://t.co/dfvOMgTOE8,
"Wed., July 6",LAA @ TB,T4,Cash,Y. Escobar,Hit by Pitch,HBP,May,DeMuth,Overturned,3:01,https://t.co/gkzFypAZze,
"Wed., July 6",BAL @ LAD,B14,Roberts,T. Thompson,Out at 2nd,Force Play,Carlson,Carlson,Confirmed,1:13,https://t.co/poEM8nleL3,
"Wed., July 6",NYY @ CWS,T2,Girardi,Gregorius,Out at 2nd,Tag Play,B. Welke,B. Welke,Overturned,0:54,https://t.co/aLpJEX8Ksv,
"Wed., July 6",PIT @ STL,B4,Matheny,Wong,Out at 1st,Force Play,Iassogna,Scott,Overturned,2:00,https://t.co/H7StWp6h3t,
"Wed., July 6",LAA @ TB,B8,Cash,Longoria,Out at home,Tag Play,May,DeMuth,Overturned,0:52,https://t.co/OHtxUh9tUS,
"Wed., July 6",NYY @ CWS,T9,Girardi,S. Castro,Out at 2nd,Force Play,B. Welke,B. Welke,Overturned,3:03,https://t.co/dqEGcN5JnN,
"Wed., July 6",NYY @ CWS,T9,Girardi,Gregorius,Out at 1st,Force Play,Reyburn,B. Welke,Stands,3:02,https://t.co/dqEGcN5JnN,
"Thurs., July 7",LAA @ TB,T6,Cash,Pujols,Out at 2nd/No Violation,Slide Rule,Hickox,DeMuth,Confirmed,2:48,https://t.co/gOHOy7zEcN,
"Thurs., July 7",PIT @ STL,B6,UMPIRE,Piscotty,In play; double,Potential HR,Scott,Scott,Overturned,1:34,https://t.co/C0ezlY7dpK,
"Thurs., July 7",NYY @ CLE,T6,Girardi,S. Castro,Out at home,Tag Play,Bellino,Hallion,Overturned,2:14,https://t.co/9VNEzp1iZj,
"Thurs., July 7",WSH @ NYM,T5,Baker,Murphy,Out at 1st,Force Play,Basner,Joyce,Overturned,1:44,https://t.co/UMChPio2o2,
"Thurs., July 7",DET @ TOR,B6,Gibbons,Pillar,Out at home,Tag Play,Fletcher,West,Stands,2:43,https://t.co/HxknSzFdGY,
"Thurs., July 7",NYY @ CLE,B9,Girardi,Naquin,Safe at 1st,Force Play,Hallion,Hallion,Overturned,2:24,https://t.co/EjD2RCh4cB,
"Thurs., July 7",WSH @ NYM,T9,Baker,Werth,Out at 2nd;Violation,Slide Rule,Joyce,Joyce,Stands,1:37,https://t.co/0On00zlBpQ,
"Thurs., July 7",MIN @ TEX,T8,Banister,Rosario,Safe at 3rd,Tag Play,Knight,Miller,Stands,2:23,https://t.co/1FfFlzkDtx,
"Fri., July 8",TB @ BOS,B1,Cash,Bogaerts,Safe at 3rd,Tag Play,G. Gibson,Nelson,Overturned,0:59,https://t.co/c7Wr5ZXXoh,
"Fri., July 8",WSH @ NYM,T4,Collins,C. Robinson,Safe at 2nd,Tag Play,Hudson,Joyce,Overturned,2:05,https://t.co/yCABEOKO5r,
"Fri., July 8",SEA @ KC,T6,UMPIRE,N. Cruz,Foul ball,Potential HR,Bucknor,Culbreth,Confirmed,1:46,https://t.co/i9UaLUgWu8,
"Fri., July 8",STL @ MIL,B6,UMPIRE,Lucroy,Home Run,Potential HR,Morales,T. Barrett,Stands,1:33,https://t.co/kqxQxToeSy,
"Fri., July 8",MIN @ TEX,T5,Banister,Nunez,Safe at 3rd,Tag Play,Randazzo,Miller,Stands,2:03,https://t.co/wBWpRDqSKh,
"Fri., July 8",SEA @ KC,B7,Servais,Orlando,Safe at 3rd,Tag Play,Culbreth,Culbreth,Stands,2:41,https://t.co/bxKoPQgx1j,
"Fri., July 8",SD @ LAD,T1,Green,M. Upton,Out at 2nd,Tag Play,Drake,Davis,Overturned,3:06,https://t.co/UezAzd9GD4,
"Fri., July 8",STL @ MIL,B9,Matheny,Nieuwenhuis,Safe at home,Tag Play,Little,T. Barrett,Confirmed,1:29,https://t.co/5Ix0yqYVIu,
"Fri., July 8",SD @ LAD,T4,Green,Myers,Out at 2nd,Tag Play,Drake,Davis,Stands,2:09,https://t.co/2fUqPHMSee,
"Sat., July 9",DET @ TOR,T7,Ausmus,An. Romine,Out at 2nd,Tag Play,Fletcher,West,Stands,2:04,https://t.co/7w2vzqr7Yd,
"Sat., July 9",STL @ MIL,T3,Matheny,Grichuk,Out at 2nd,Force Play,Barksdale,T. Barrett,Overturned,2:26,https://t.co/4CNmHF9QnD,
"Sat., July 9",SEA @ KC,T5,Servais,Iannetta,Foul ball; No HBP,HBP,Bucknor,Culbreth,Stands,1:49,https://t.co/aK2lnL05jG,
"Sat., July 9",CIN @ MIA,T7,Mattingly,Phillips,Safe at 3rd,Tag Play,DeMuth,DeMuth,Overturned,1:22,https://t.co/1nzWZ2zD9e,
"Sat., July 9",TB @ BOS,B8,Farrell,Brentz,Out at 1st,Force Play,Nelson,Nelson,Stands,1:06,https://t.co/renjCImGIW,
"Sat., July 9",SEA @ KC,T8,UMPIRE,K. Seager,Out at 1st,Tag Play,Culbreth,Culbreth,Stands,0:58,https://t.co/XEd8XGQqIL,
"Sat., July 9",SD @ LAD,B5,Green,Turner,Out at 2nd; No violation,Slide Rule,Holbrook,Davis,Confirmed,1:51,https://t.co/9XJtX9gFbJ,
"Sun., July 10",LAA @ BAL,T1,Scioscia,Calhoun,Out at home,Tag Play,Timmons,Everitt,Overturned,3:10,https://t.co/v2sqBsbagM,
"Sun., July 10",CIN @ MIA,B3,Mattingly,Yelich,Out at 1st,Force Play,Estabrook,DeMuth,Overturned,0:47,https://t.co/BuNwohdYng,
"Sun., July 10",ATL @ CWS,B4,Ventura,J. Abreu,Out at 1st,Force Play,Iassogna,Scott,Overturned,1:49,https://t.co/NczQuaqig6,
"Sun., July 10",CIN @ MIA,B6,Mattingly,M. Rojas,Out at 1st,Force Play,Estabrook,DeMuth,Overturned,0:44,https://t.co/gheSndRcyk,
"Sun., July 10",MIN @ TEX,T2,Banister,Rosario,Safe at 2nd,Tag Play,Hamari,Miller,Overturned,3:42,https://t.co/9HE9n2r4ST,
"Sun., July 10",ATL @ CWS,T7,Snitker,Inciarte,Out at 1st,Force Play,Iassogna,Scott,Overturned,0:49,https://t.co/1AM6HvLVfL,
"Fri., July 15",MIL @ CIN,B6,UMPIRE,Duvall,In play; double,Potential HR,DiMuro,Carlson,Confirmed,1:08,https://t.co/O1ASKNesXD,
"Fri., July 15",HOU @ SEA,B3,Hinch,K. Marte,Safe at 3rd,Tag Play,Kellogg,Kellogg,Overturned,0:56,https://t.co/O2KztE3deo,
"Fri., July 15",TOR @ OAK,B7,Melvin,Reddick,Out at home,Tag Play,Wegner,Wegner,Overturned,3:08,https://t.co/d8i0AKxn9x,
"Fri., July 15",TOR @ OAK,B8,Gibbons,Smolinski,Out at 2nd; No violation,Slide Rule,Emmel,Wegner,Confirmed,0:47,https://t.co/y0JEWwiWOy,
"Sat., July 16",TEX @ CHI,B5,Banister,Hammel,Safe at 2nd,Force Play,Nelson,Nelson,Confirmed,0:52,https://t.co/uSQ7z7LTIt,
"Sat., July 16",BOS @ NYY,T3,Farrell,Bogaerts,Out at 1st,Force Play,Torres,Davis,Overturned,0:58,https://t.co/4m8L5wV0pQ,
"Sat., July 16",TOR @ OAK,B7,Gibbons,Semien,Safe at home,Tag Play,Muchlinski,Wegner,Overturned,2:20,https://t.co/NAseXPD7m6,
"Sat., July 16",TOR @ OAK,B7,Melvin,Semien,No Violation,Collisions at HP,Muchlinski,Wegner,Confirmed,1:14,https://t.co/NAseXPD7m6,
"Sat., July 16",BAL @ TB,B4,UMPIRE,Morrison,Home Run,Potential HR,Barksdale,T. Barrett,Overturned,2:00,http://atmlb.com/29Yd2e3,
"Sat., July 16",NYM @ PHI,T7,Collins,T. d'Arnaud,Out at 2nd,Tag Play,Timmons,Everitt,Overturned,1:12,https://t.co/srsrKOzIlp,
"Sat., July 16",SF @ SD,B2,Bochy,Jankowski,Safe at 1st,Tag Play,Morales,DeMuth,Overturned,1:22,http://atmlb.com/2arhuAf,
"Sat., July 16",SF @ SD,B6,Green,Jankowski,Out at 2nd,Tag Play,Hickox,DeMuth,Stands,1:22,https://t.co/B1youZM1YF,
"Sat., July 16",SF @ SD,T7,Bochy,Pagan,Out at 1st,Force Play,Morales,DeMuth,Overturned,0:54,http://atmlb.com/29SbCOv,
"Sat., July 16",LAD @ ARI,T11,Hale,Van Slyke,Safe at 1st,Tag Play,Davidson,Iassogna,Overturned,0:41,https://t.co/zg52iT7zoY,
"Sun., July 17",KC @ DET,B4,Ausmus,J. Upton,Out at 2nd,Tag Play,G. Gibson,B. Welke,Overturned,1:05,https://t.co/9iu6Q38FZ7,
"Sun., July 17",MIA @ STL,T3,Matheny,I. Suzuki,Safe at 1st,Force Play,Fairchild,Joyce,Overturned,0:57,https://t.co/Ygv7Cq9Hiu,
"Sun., July 17",PIT @ WSH,T6,Hurdle,S. Marte,Out at 3rd,Tag Play,Conroy,Meals,Overturned,1:33,https://t.co/ONPkhsxV8v,
"Sun., July 17",PIT @ WSH,B6,Hurdle,Espinosa,Safe at 2nd,Tag Play,Kulpa,Meals,Overturned,0:37,https://t.co/cbqEkfaekW,
"Sun., July 17",COL @ ATL,B7,Weiss,Recker,Hit by Pitch,HBP,T. Gibson,Layne,Stands,1:03,https://t.co/AdEn9kfWe3,
"Sun., July 17",SF @ SD,T2,Bochy,R. Pena,Out at 1st,Force Play,Hickox,DeMuth,Overturned,0:54,https://t.co/bjYDfDTZiZ,
"Sun., July 17",HOU @ SEA,B3,Servais,Cano,Foul ball,Fair/foul,O'Nora,Kellogg,Overturned,2:17,https://t.co/EGTkRa8Yfh,
"Sun., July 17",LAD @ ARI,T4,Hale,C. Taylor,Safe at 2nd,Force Play,Scheurwater,Iassogna,Overturned,2:03,https://t.co/6cC9n8uuiL,
"Sun., July 17",SF @ SD,T3,Green,Belt,Safe at 1st,Force Play,Hickox,DeMuth,Stands,1:32,https://t.co/3GMtAYC0Ys,
"Sun., July 17",SF @ SD,B6,Bochy,A. Dickerson,No Fan Interference,Fan Interference,Hickox,DeMuth,Confirmed,2:22,https://t.co/FHpzftp58i,
"Mon., July 18",SD @ STL,B2,Green,Gyorko,Out at 2nd/No Violation,Slide Rule,Guccione,Vanover,Confirmed,0:50,https://t.co/VPLwrkvnFt,
"Mon., July 18",SD @ STL,B2,Green,G. Garcia,Safe at 1st,Force Play,Vanover,Vanover,Overturned,0:51,https://t.co/VPLwrkvnFt,
"Mon., July 18",CLE @ KC,B4,Yost,Cuthbert,Out at 3rd,Tag Play,Blaser,Nelson,Stands,1:38,https://t.co/MjpvxXB96J,
"Mon., July 18",MIN @ DET,T9,Molitor,D. Santana,Out at 2nd,Tag Play,Barry,Layne,Confirmed,0:31,https://t.co/wGKqS489z8,
"Mon., July 18",TB @ COL,T4,Cash,Guyer,Ball; No HBP,HBP,Iassogna,Iassogna,Overturned,1:14,https://t.co/v5zp0Yeux9,
"Mon., July 18",HOU @ OAK,B2,Hinch,K. Davis,Safe at 1st,Tag Play,Gonzalez,Culbreth,Overturned,0:48,https://t.co/OgYWGjaxbc,
"Mon., July 18",TB @ COL,B8,Weiss,Descalso,Out at 1st,Force Play,Fagan,Iassogna,Overturned,1:34,https://t.co/zmchyiU3eD,
"Tues., July 19",MIN @ DET,T1,Molitor,Nunez,Out at 2nd,Tag Play,T. Gibson,Layne,Stands,1:26,https://t.co/6kBOPNSQIt,
"Tues., July 19",MIA @ PHI,T1,Mattingly,Realmuto,Out at 2nd,Force Play,Hamari,Hallion,Stands,2:07,https://t.co/EBSxiIW66q,
"Tues., July 19",MIL @ PIT,T2,Hurdle,H. Perez,Safe at 2nd,Tag Play,Davis,Davis,Overturned,0:54,https://t.co/VDzM9GqPeh,
"Tues., July 19",NYM @ CHI,B4,Collins,Arrieta,Safe at home,Tag Play,Cooper,Cederstrom,Overturned,1:00,https://t.co/DHklkaQIl2,
"Tues., July 19",BAL @ NYY,B5,Showalter,Ellsbury,Safe at 3rd,Tag Play,Randazzo,Carlson,Overturned,0:40,https://t.co/9Q1DKVthMr,
"Tues., July 19",SF @ BOS,B8,Bochy,Betts,Safe at 1st,Tag Play,Scheurwater,Everitt,Overturned,0:49,https://t.co/pq0eTnm4MN,
"Tues., July 19",NYM @ CHI,T9,Collins,N. Walker,Out at 1st,Force Play,Wolf,Cederstrom,Overturned,1:13,https://t.co/3SfFtfBupi,
"Tues., July 19",TEX @ LAA,T3,Banister,Odor,Out at 1st,Force Play,Muchlinski,Winters,Overturned,2:55,https://t.co/j3Kp3ijxCM,
"Tues., July 19",TB @ COL,B2,Cash,Story,Safe at 2nd,Tag Play,Davidson,Iassogna,Overturned,1:32,https://t.co/lrZrXTKwBU,
"Tues., July 19",CWS @ SEA,B8,Servais,D. Lee,Out at 1st,Tag Play,Fletcher,West,Stands,1:33,https://t.co/rG1XGaqV5z,
"Wed., July 20",ATL @ CIN,B6,Snitker,Suarez,Safe at home,Tag Play,Hernandez,T. Barrett,Stands,3:15,https://t.co/q50R9RG1eQ,
"Wed., July 20",TB @ COL,B2,Weiss,M. Reynolds,Out at HP; no violation,Tag Play,Emmel,Iassogna,Overturned,2:31,https://t.co/2yWUxRNqEX,
"Wed., July 20",TB @ COL,B2,Weiss,M. Reynolds,Touched Home,Touching a Base,Emmel,Iassogna,Overturned,2:32,https://t.co/2yWUxRNqEX,
"Wed., July 20",TOR @ ARI,T5,Gibbons,Donaldson,Out at 2nd,Force Play,De Jesus,DeMuth,Overturned,1:44,https://t.co/4HvrBQEP9L,
"Wed., July 20",CWS @ SEA,B8,Ventura,K. Seager,Safe at 1st,Force Play,Ripperger,West,Overturned,1:06,https://t.co/I5TaZaHu19,
"Wed., July 20",MIA @ PHI,B1,UMPIRE,Goeddel,HR/No Fan Interference,Potential HR,Hamari,Hallion,Confirmed,0:40,https://t.co/wgDa3s9FeL,
"Wed., July 20",SF @ BOS,T6,Bochy,Belt,Out at home,Tag Play,Scheurwater,Everitt,Stands,1:58,https://t.co/FwR4ZK3C8A,
"Thurs., July 21",LAD @ WSH,B1,Roberts,T. Turner,Safe at 3rd,Tag Play,Wolcott,Gorman,Stands,2:08,https://t.co/iH3aRESjTt,
"Thurs., July 21",DET @ CWS,T3,Ausmus,Kinsler,Out at 2nd,Force Play,Eddings,Nelson,Overturned,1:24,https://t.co/CAMvoY93HC,
"Thurs., July 21",ATL @ COL,B4,Weiss,Story,Out at 2nd,Tag Play,Wegner,Winters,Stands,3:09,https://t.co/4mR4ro8n6O,
"Thurs., July 21",ATL @ COL,T9,Snitker,Peterson,Out at 1st,Force Play,Foster,Winters,Confirmed,0:45,https://t.co/oMHnipnpYo,
"Fri., July 22",ARI @ CIN,B1,Price,B. Hamilton,Out at 2nd,Tag Play,Holbrook,Davis,Overturned,1:53,https://t.co/BAyvqtqBCY,
"Fri., July 22",SEA @ TOR,T3,Servais,Aoki,Out at 2nd,Tag Play,Timmons,Everitt,Overturned,2:06,https://t.co/NKoE8KkbDB,
"Fri., July 22",SF @ NYY,T3,Bochy,G. Blanco,Out at HP; no violation,Collisions at HP,Marquez,Vanover,Confirmed,1:11,https://t.co/sex47xANEX,
"Fri., July 22",SF @ NYY,T3,Bochy,G. Blanco,Did not touch HP,Touching a Base,Marquez,Vanover,Confirmed,1:10,https://t.co/sex47xANEX,
"Fri., July 22",MIN @ BOS,T4,Farrell,Dozier,Safe at 2nd,Tag Play,Emmel,Iassogna,Overturned,1:17,https://t.co/ERbBsMrwer,
"Fri., July 22",MIN @ BOS,B6,Molitor,Holt,Out at 2nd; No violation,Slide Rule,Emmel,Iassogna,Confirmed,1:42,https://t.co/TY7dyWsTkn,
"Fri., July 22",CHI @ MIL,B3,Maddon,Villar,Safe at 1st,Tag Play,Culbreth,Culbreth,Overturned,0:57,https://t.co/dHJd4YaLGV,
"Fri., July 22",NYM @ MIA,T8,Mattingly,De Aza,Safe at 2nd,Tag Play,Basner,T. Barrett,Overturned,0:43,https://t.co/sd9EIIVbQv,
"Fri., July 22",ATL @ COL,B5,Weiss,M. Reynolds,Out at 1st,Tag Play,Wegner,Winters,Stands,2:09,https://t.co/Ze9eO351v7,
"Fri., July 22",LAD @ STL,B7,Roberts,Grichuk,Safe at 1st,Force Play,De Jesus,DeMuth,Confirmed,0:49,https://t.co/tM9aOcfNMc,
"Fri., July 22",LAD @ STL,T15,Matheny,A. Barnes,Safe at 2nd,Tag Play,G. Gibson,DeMuth,Stands,2:33,https://t.co/hCGyFf0tpG,
Sat. July 23,SEA @ TOR,T6,Gibbons,O'Malley,Safe at 1st,Force Play,Timmons,Everitt,Stands,2:15,https://t.co/2bmHzGturj,
Sat. July 23,PHI @ PIT,T2,Mackanin,Galvis,Out at 1st,Force Play,Knight,Carlson,Overturned,1:29,https://t.co/Ike5sZ3U0B,
Sat. July 23,PHI @ PIT,B8,Hurdle,Cervelli,Out at 1st,Force Play,Knight,Carlson,Overturned,1:51,https://t.co/sbhX62Dufe,
Sat. July 23,PHI @ PIT,T9,Mackanin,C. Hernandez,Foul ball,Fair/foul,Randazzo,Carlson,Stands,0:33,https://t.co/WxmvksDv7e,
Sat. July 23,LAD @ STL,B6,Roberts,A. Rosario,Safe at 2nd,Tag Play,DeMuth,DeMuth,Stands,2:22,https://t.co/gpvIbdbtNL,
Sat. July 23,ARI @ CIN,B5,UMPIRE,Bruce,In play; double,Potential HR,Torres,Davis,Confirmed,1:31,https://t.co/DJGKnMG4oU,
Sat. July 23,CHI @ MIL,B7,Counsell,H. Perez,Out at home,Tag Play,Culbreth,Culbreth,Stands,1:40,https://t.co/5HS4GgEJbN,
Sat. July 23,MIN @ BOS,T7,Molitor,K. Vargas,Out at home,Tag Play,Fagan,Iassogna,Overturned,1:38,https://t.co/h3Wn3WYTlq,
Sat. July 23,TEX @ KC,B9,Yost,Hosmer,Out at 1st,Force Play,Cooper,Cooper,Overturned,0:54,https://t.co/N804mvIrfM,
Sat. July 23,DET @ CWS,B7,Ausmus,Navarro,Hit by Pitch,HBP,Eddings,Nelson,Confirmed,1:05,https://t.co/0zB0FVlSRH,
"Sun., July 24",ARI @ CIN,T1,Hale,Segura,Out at 3rd,Tag Play,Drake,Davis,Stands,1:42,https://t.co/P5DwLTfHEz,
"Sun., July 24",SD @ WSH,T3,Baker,Al. Ramirez,Safe at 1st,Force Play,Hamari,Hallion,Stands,1:25,https://t.co/XEy96XcWE5,
